flight_id,airline_name,origin_airport,year,month,day_of_month,time_in_air,time_on_flight,departure_delay,arrival_delay,arrival_delay_caused_by_carrier,arrival_delay_caused_by_others,arrival_delay_category_carrier,arrival_delay_category_weather,arrival_delay_category_nas,arrival_delay_category_security,arrival_delay_category_aircraft
6781060,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,56,66,20,11,0,0,0,0,0,0,0
6781145,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,49,64,12,11,0,0,0,0,0,0,0
6781350,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,56,73,20,18,18,0,3,0,0,0,15
6781481,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,82,98,8,1,0,0,0,0,0,0,0
6781482,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,57,68,22,15,15,0,0,0,0,0,15
6781592,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,210,229,60,59,48,11,0,0,11,0,48
6781642,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,65,80,10,5,0,0,0,0,0,0,0
6781681,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,55,68,7,0,0,0,0,0,0,0,0
6781770,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,89,98,11,-1,0,0,0,0,0,0,0
6781814,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,57,69,50,44,44,0,42,0,0,0,2
6781867,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,90,100,17,12,0,0,0,0,0,0,0
6782157,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,45,58,75,68,68,0,64,0,0,0,4
6782420,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,62,71,11,7,0,0,0,0,0,0,0
6782477,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,47,56,10,1,0,0,0,0,0,0,0
6782540,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,201,211,63,49,49,0,5,0,0,0,44
6782601,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,55,69,35,29,29,0,7,0,0,0,22
6782602,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,58,68,66,59,59,0,55,0,0,0,4
6782659,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,165,175,6,-9,0,0,0,0,0,0,0
6782889,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,53,68,27,20,20,0,9,0,0,0,11
6782890,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,59,70,102,97,97,0,97,0,0,0,0
6782996,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,46,58,23,21,21,0,0,0,0,0,21
6783146,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,48,59,17,11,0,0,0,0,0,0,0
6783199,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,55,68,17,10,0,0,0,0,0,0,0
6783438,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,56,66,19,15,15,0,14,0,0,0,1
6783439,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,57,68,10,-2,0,0,0,0,0,0,0
6783671,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,58,68,21,19,14,5,0,0,5,0,14
6783714,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,53,65,52,32,32,0,9,0,0,0,23
6783715,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,60,71,7,-2,0,0,0,0,0,0,0
6783753,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,91,102,27,24,24,0,13,0,0,0,11
6783908,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,47,60,51,46,46,0,0,0,0,0,46
6783909,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,60,71,29,25,25,0,4,0,0,0,21
6783925,Southwest Airlines Co.,Los Angeles International Airport,2021,2,10,49,57,7,-1,0,0,0,0,0,0,0
6785154,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,87,103,53,51,51,0,35,0,0,0,16
6785155,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,156,172,21,23,21,2,20,0,2,0,1
6785375,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,94,103,9,2,0,0,0,0,0,0,0
6785645,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,55,68,27,20,20,0,13,0,0,0,7
6786273,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,51,63,24,2,0,0,0,0,0,0,0
6786325,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,91,102,6,3,0,0,0,0,0,0,0
6786916,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,88,98,6,-1,0,0,0,0,0,0,0
6787032,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,93,103,102,90,90,0,0,0,0,0,90
6787480,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,214,225,11,11,0,0,0,0,0,0,0
6787517,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,167,180,31,31,31,0,31,0,0,0,0
6787573,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,66,76,24,25,24,1,19,0,1,0,5
6788159,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,61,72,16,13,0,0,0,0,0,0,0
6788261,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,51,65,41,21,21,0,0,0,0,0,21
6789729,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,62,72,12,14,0,0,0,0,0,0,0
6789762,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,52,62,47,24,24,0,0,0,0,0,24
6789763,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,66,76,15,11,0,0,0,0,0,0,0
6789893,Southwest Airlines Co.,Los Angeles International Airport,2021,2,11,46,56,63,54,54,0,0,0,0,0,54
6791333,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,64,75,45,40,40,0,0,0,0,0,40
6791493,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,58,71,20,11,0,0,0,0,0,0,0
6792183,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,47,56,9,-5,0,0,0,0,0,0,0
6792346,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,53,68,27,20,16,4,0,0,4,0,16
6792431,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,63,75,17,17,17,0,0,0,0,0,17
6792784,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,59,73,52,50,50,0,31,0,0,0,19
6792930,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,177,189,8,7,0,0,0,0,0,0,0
6792957,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,85,99,14,8,0,0,0,0,0,0,0
6793090,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,93,104,45,34,34,0,1,0,0,0,33
6793594,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,48,56,52,43,43,0,0,0,0,0,43
6794152,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,54,63,81,69,69,0,0,0,0,0,69
6794677,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,53,64,9,-12,0,0,0,0,0,0,0
6794724,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,54,68,82,75,75,0,0,0,0,0,75
6794917,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,88,97,6,-2,0,0,0,0,0,0,0
6795078,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,194,204,54,48,48,0,0,0,0,0,48
6795157,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,48,55,20,10,0,0,0,0,0,0,0
6795449,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,49,57,7,-1,0,0,0,0,0,0,0
6795550,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,59,71,101,97,97,0,0,0,0,0,97
6795806,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,53,65,10,0,0,0,0,0,0,0,0
6796281,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,57,68,33,31,31,0,0,0,0,0,31
6796525,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,52,62,74,51,51,0,0,0,0,0,51
6796526,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,62,71,28,19,19,0,0,0,0,0,19
6796571,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,89,100,34,29,26,3,0,0,3,0,26
6796705,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,46,57,9,1,0,0,0,0,0,0,0
6796721,Southwest Airlines Co.,Los Angeles International Airport,2021,2,12,48,60,222,217,217,0,0,0,0,0,217
6796962,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,215,233,9,7,0,0,0,0,0,0,0
6798168,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,85,97,7,-1,0,0,0,0,0,0,0
6798169,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,152,165,9,4,0,0,0,0,0,0,0
6798745,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,66,79,15,14,0,0,0,0,0,0,0
6799029,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,173,196,59,60,59,1,59,0,1,0,0
6799575,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,54,64,22,16,16,0,0,0,0,0,16
6800143,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,47,62,13,10,0,0,0,0,0,0,0
6800226,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,55,70,95,90,90,0,8,0,0,0,82
6800263,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,58,66,9,-10,0,0,0,0,0,0,0
6800308,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,62,71,40,36,36,0,9,0,0,0,27
6800356,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,52,63,15,13,0,0,0,0,0,0,0
6800392,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,167,179,13,2,0,0,0,0,0,0,0
6800423,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,82,99,48,42,42,0,8,0,0,0,34
6800797,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,63,76,11,12,0,0,0,0,0,0,0
6800855,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,45,61,39,35,35,0,1,0,0,0,34
6801081,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,55,69,8,12,0,0,0,0,0,0,0
6801128,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,207,245,6,26,6,20,6,0,20,0,0
6801173,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,159,177,34,31,31,0,29,0,0,0,2
6801236,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,64,75,39,39,39,0,0,0,0,0,39
6801364,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,63,74,17,16,16,0,0,0,0,0,16
6801610,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,46,64,38,37,37,0,37,0,0,0,0
6801611,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,60,85,9,19,9,10,0,0,10,0,9
6801768,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,52,64,25,24,24,0,0,0,0,0,24
6801876,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,68,81,6,12,0,0,0,0,0,0,0
6802133,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,86,96,14,5,0,0,0,0,0,0,0
6802134,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,64,74,25,24,24,0,19,0,0,0,5
6802315,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,58,70,18,3,0,0,0,0,0,0,0
6802366,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,60,71,30,26,26,0,0,0,0,0,26
6802568,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,120,138,78,111,78,33,18,0,33,0,60
6802754,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,185,193,22,5,0,0,0,0,0,0,0
6802838,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,,,195,0,0,0,0,0,0,0,0
6803108,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,63,76,6,7,0,0,0,0,0,0,0
6803165,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,55,64,31,30,30,0,0,0,0,0,30
6803274,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,58,71,64,60,60,0,0,0,0,0,60
6803275,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,66,79,93,97,87,10,0,0,10,0,87
6803569,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,59,69,12,6,0,0,0,0,0,0,0
6803570,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,58,84,26,35,26,9,7,0,9,0,19
6803675,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,39,55,197,192,2,190,0,190,0,0,2
6803880,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,56,70,368,363,363,0,0,0,0,0,363
6804133,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,55,66,26,22,22,0,22,0,0,0,0
6804134,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,65,77,100,97,97,0,0,0,0,0,97
6804165,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,45,61,158,154,7,147,0,0,147,0,7
6804367,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,56,68,14,12,0,0,0,0,0,0,0
6804415,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,59,74,25,14,0,0,0,0,0,0,0
6804616,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,50,87,127,149,127,22,106,0,22,0,21
6804640,Southwest Airlines Co.,Los Angeles International Airport,2021,2,13,55,64,43,42,42,0,0,0,0,0,42
6804887,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,66,77,12,4,0,0,0,0,0,0,0
6804926,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,199,225,9,-1,0,0,0,0,0,0,0
6805200,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,56,76,38,39,38,1,3,0,1,0,35
6805228,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,63,75,20,15,15,0,0,0,0,0,15
6805242,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,61,75,9,9,0,0,0,0,0,0,0
6805323,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,61,82,7,14,0,0,0,0,0,0,0
6805371,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,201,220,7,2,0,0,0,0,0,0,0
6805372,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,,,13,0,0,0,0,0,0,0,0
6805413,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,60,93,39,67,39,28,0,0,28,0,39
6805470,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,40,59,34,28,28,0,12,0,0,0,16
6805705,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,67,88,8,11,0,0,0,0,0,0,0
6805735,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,66,86,12,18,12,6,0,0,6,0,12
6805885,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,83,99,25,19,19,0,19,0,0,0,0
6805886,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,144,161,26,17,17,0,17,0,0,0,0
6805951,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,40,72,25,32,25,7,11,0,7,0,14
6805984,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,58,73,14,12,0,0,0,0,0,0,0
6806053,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,59,76,39,50,39,11,0,0,11,0,39
6806090,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,86,109,67,66,66,0,4,0,0,0,62
6806091,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,54,73,7,5,0,0,0,0,0,0,0
6806170,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,202,221,20,6,0,0,0,0,0,0,0
6806408,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,64,77,11,8,0,0,0,0,0,0,0
6806457,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,67,88,11,14,0,0,0,0,0,0,0
6806649,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,156,169,41,15,15,0,7,0,0,0,8
6806700,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,63,79,20,34,20,14,18,0,14,0,2
6806823,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,202,222,9,-4,0,0,0,0,0,0,0
6806855,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,165,186,13,14,0,0,0,0,0,0,0
6806856,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,57,83,14,22,14,8,0,0,8,0,14
6807040,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,39,57,20,12,0,0,0,0,0,0,0
6807115,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,60,91,24,30,24,6,1,0,6,0,23
6807116,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,56,71,74,75,74,1,27,0,1,0,47
6807175,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,88,108,10,13,0,0,0,0,0,0,0
6807234,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,57,81,33,39,33,6,33,0,6,0,0
6807269,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,62,76,125,126,125,1,3,0,1,0,122
6807357,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,62,73,49,47,47,0,0,0,0,0,47
6807616,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,55,79,115,129,63,66,0,0,66,0,63
6807732,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,57,68,28,11,0,0,0,0,0,0,0
6807769,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,58,72,8,5,0,0,0,0,0,0,0
6807813,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,53,78,11,24,11,13,0,0,13,0,11
6807844,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,164,178,17,5,0,0,0,0,0,0,0
6807873,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,89,101,40,36,36,0,10,0,0,0,26
6807874,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,61,72,39,36,36,0,2,0,0,0,34
6807997,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,89,103,32,20,20,0,11,0,0,0,9
6807998,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,59,75,43,43,43,0,43,0,0,0,0
6808045,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,204,215,15,0,0,0,0,0,0,0,0
6808082,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,57,72,7,4,0,0,0,0,0,0,0
6808199,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,147,155,6,-4,0,0,0,0,0,0,0
6808200,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,64,79,7,11,0,0,0,0,0,0,0
6808259,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,59,76,46,57,27,30,0,0,30,0,27
6808260,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,60,75,52,52,51,1,0,0,1,0,51
6808535,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,207,219,94,88,88,0,4,0,0,0,84
6808585,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,158,173,54,47,47,0,7,0,0,0,40
6808623,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,48,127,11,73,5,68,0,0,68,0,5
6808664,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,63,78,20,23,20,3,0,0,3,0,20
6808780,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,57,72,30,27,27,0,0,0,0,0,27
6808990,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,47,60,38,33,10,23,0,0,23,0,10
6808991,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,62,75,15,15,15,0,0,0,0,0,15
6809033,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,56,66,22,3,0,0,0,0,0,0,0
6809122,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,54,63,29,27,23,4,0,0,4,0,23
6809228,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,67,75,22,22,15,7,0,0,7,0,15
6809328,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,58,71,19,15,15,0,0,0,0,0,15
6809448,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,87,98,67,60,60,0,6,0,0,0,54
6809449,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,63,71,15,11,0,0,0,0,0,0,0
6809544,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,200,215,13,-2,0,0,0,0,0,0,0
6809596,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,57,69,11,-5,0,0,0,0,0,0,0
6809769,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,64,82,6,13,0,0,0,0,0,0,0
6809821,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,94,105,47,47,47,0,9,0,0,0,38
6809930,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,58,71,6,2,0,0,0,0,0,0,0
6809991,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,182,192,6,-12,0,0,0,0,0,0,0
6810065,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,49,70,18,23,18,5,7,0,5,0,11
6810066,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,55,67,15,17,15,2,0,0,2,0,15
6810312,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,67,74,89,88,88,0,0,0,0,0,88
6810359,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,52,60,20,15,15,0,0,0,0,0,15
6810424,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,200,212,28,15,14,1,0,0,1,0,14
6810502,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,58,78,36,39,33,6,0,0,6,0,33
6810621,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,164,173,30,23,17,6,0,0,6,0,17
6810813,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,56,82,10,17,10,7,0,0,7,0,10
6810814,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,60,69,43,37,16,21,0,0,21,0,16
6810915,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,47,63,10,13,0,0,0,0,0,0,0
6811065,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,53,62,8,5,0,0,0,0,0,0,0
6811125,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,59,73,36,34,34,0,0,0,0,0,34
6811365,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,60,72,104,106,104,2,1,0,2,0,103
6811366,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,62,74,19,13,0,0,0,0,0,0,0
6811391,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,49,68,107,110,107,3,22,0,3,0,85
6811536,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,61,86,22,33,22,11,0,0,11,0,22
6811644,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,57,72,36,23,23,0,8,0,0,0,15
6811645,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,65,76,54,50,50,0,22,0,0,0,28
6811691,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,101,113,28,36,28,8,2,0,8,0,26
6811835,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,50,61,118,114,114,0,0,0,0,0,114
6811853,Southwest Airlines Co.,Los Angeles International Airport,2021,2,14,51,62,6,3,0,0,0,0,0,0,0
6812387,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,62,91,70,86,0,86,0,0,86,0,0
6812424,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,73,84,6,15,6,9,0,0,9,0,6
6812525,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,179,189,10,14,0,0,0,0,0,0,0
6812715,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,64,107,37,69,0,69,0,0,69,0,0
6812744,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,216,226,7,3,0,0,0,0,0,0,0
6813047,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,94,103,10,8,0,0,0,0,0,0,0
6813115,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,46,65,6,6,0,0,0,0,0,0,0
6813261,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,96,109,30,29,29,0,10,0,0,0,19
6813262,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,62,77,70,72,70,2,47,0,2,0,23
6813333,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,213,228,18,11,0,0,0,0,0,0,0
6813396,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,67,76,7,3,0,0,0,0,0,0,0
6813498,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,48,71,7,13,0,0,0,0,0,0,0
6813598,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,57,71,78,64,64,0,52,0,0,0,12
6813628,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,61,72,28,25,0,25,0,0,25,0,0
6813796,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,179,191,63,59,59,0,19,0,0,0,40
6814015,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,55,76,25,26,25,1,25,0,1,0,0
6814286,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,53,71,35,21,21,0,21,0,0,0,0
6814426,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,60,100,14,39,0,39,0,0,39,0,0
6814460,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,56,67,10,2,0,0,0,0,0,0,0
6814547,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,63,86,48,59,39,20,0,0,20,0,39
6814635,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,64,73,64,57,57,0,57,0,0,0,0
6814816,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,45,68,8,11,0,0,0,0,0,0,0
6814907,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,71,119,51,95,51,44,4,0,44,0,47
6814986,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,56,76,6,7,0,0,0,0,0,0,0
6815066,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,182,195,11,16,11,5,10,0,5,0,1
6815233,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,57,68,37,30,29,1,0,0,1,0,29
6815327,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,75,95,33,53,33,20,11,0,20,0,22
6815465,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,149,161,55,51,51,0,1,0,0,0,50
6815513,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,55,72,16,13,0,0,0,0,0,0,0
6815734,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,48,59,51,45,34,11,0,0,11,0,34
6815782,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,209,219,14,8,0,0,0,0,0,0,0
6815829,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,168,198,21,39,18,21,0,0,21,0,18
6815869,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,43,62,23,20,7,13,0,0,13,0,7
6815908,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,67,77,64,66,64,2,0,0,2,0,64
6816283,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,46,64,13,12,0,0,0,0,0,0,0
6816325,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,53,63,9,-13,0,0,0,0,0,0,0
6816655,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,54,68,61,54,54,0,0,0,0,0,54
6817062,Southwest Airlines Co.,Los Angeles International Airport,2021,2,15,96,109,13,12,0,0,0,0,0,0,0
